19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1,0,Age,Education,Gender
94,89,85,80,76,72,67,63,58,54,49,45,40,36,32,27,23,18,14,,1,1,1
96,92,87,83,78,74,69,65,60,56,52,47,43,38,34,29,25,20,16,,2,1,1
97,93,89,84,80,75,71,66,62,57,53,49,44,40,35,31,26,22,17,,3,1,1
99,95,90,86,81,77,72,68,63,59,55,50,46,41,37,32,28,23,19,,4,1,1
100,96,92,87,83,79,74,70,65,61,56,52,47,43,38,34,30,25,21,,5,1,1
93,88,84,79,75,70,66,61,57,53,48,44,39,35,30,26,21,17,13,,1,1,2
95,90,86,82,77,73,68,64,59,55,50,46,41,37,33,28,24,19,15,,2,1,2
96,92,87,83,78,74,70,65,61,56,52,47,43,38,34,30,25,21,16,,3,1,2
98,93,89,84,80,76,71,67,62,58,53,49,44,40,36,31,27,22,18,,4,1,2
100,95,91,86,82,77,73,68,64,60,55,51,46,42,37,33,28,24,19,,5,1,2
88,83,79,74,70,65,61,56,52,47,43,39,34,30,25,21,16,12,7,,1,2,1
90,85,81,76,72,68,63,59,54,50,45,41,36,32,27,23,19,14,10,,2,2,1
91,87,82,78,73,69,64,60,56,51,47,42,38,33,29,24,20,16,11,,3,2,1
93,88,84,79,75,70,66,62,57,53,48,44,39,35,30,26,22,17,13,,4,2,1
94,90,86,81,77,72,68,63,59,54,50,46,41,37,32,28,23,19,14,,5,2,1
86,82,77,73,69,64,60,55,51,46,42,37,33,28,24,20,15,11,6,,1,2,2
89,84,80,75,71,66,62,57,53,49,44,40,35,31,26,22,17,13,8,,2,2,2
90,86,81,77,72,68,63,59,54,50,45,41,37,32,28,23,19,14,10,,3,2,2
92,87,83,78,74,69,65,60,56,51,47,43,38,34,29,25,20,16,11,,4,2,2
93,89,84,80,75,71,67,62,58,53,49,44,40,35,31,27,22,18,13,,5,2,2
84,80,75,71,66,62,57,53,48,44,39,35,31,26,22,17,13,8,4,,1,3,1
86,82,77,73,68,64,60,55,51,46,42,37,33,28,24,19,15,11,6,,2,3,1
88,83,79,74,70,65,61,56,52,48,43,39,34,30,25,21,16,12,7,,3,3,1
89,85,80,76,71,67,62,58,54,49,45,40,36,31,27,22,18,14,9,,4,3,1
91,86,82,78,73,69,64,60,55,51,46,42,38,33,29,24,20,15,11,,5,3,1
83,78,74,69,65,61,56,52,47,43,38,34,29,25,20,16,12,7,3,,1,3,2
85,81,76,72,67,63,58,54,49,45,41,36,32,27,23,18,14,9,5,,2,3,2
86,82,77,73,69,64,60,55,51,46,42,37,33,29,24,20,15,11,6,,3,3,2
88,84,79,75,70,66,61,57,52,48,43,39,35,30,26,21,17,12,8,,4,3,2
90,85,81,76,72,67,63,59,54,50,45,41,36,32,27,23,18,14,10,,5,3,2
81,77,72,68,63,59,54,50,46,41,37,32,28,23,19,14,10,6,1,,1,4,1
83,79,75,70,66,61,57,52,48,43,39,34,30,26,21,17,12,8,3,,2,4,1
85,80,76,71,67,63,58,54,49,45,40,36,31,27,23,18,14,9,5,,3,4,1
86,82,77,73,69,64,60,55,51,46,42,37,33,29,24,20,15,11,6,,4,4,1
88,84,79,75,70,66,61,57,53,48,44,39,35,30,26,21,17,12,8,,5,4,1
80,76,71,67,62,58,53,49,44,40,35,31,27,22,18,13,9,4,0,,1,4,2
82,78,73,69,64,60,56,51,47,42,38,33,29,24,20,15,11,7,2,,2,4,2
84,79,75,70,66,61,57,52,48,44,39,35,30,26,21,17,12,8,4,,3,4,2
85,81,76,72,67,63,58,54,50,45,41,36,32,27,23,18,14,10,5,,4,4,2
87,82,78,74,69,65,60,56,51,47,42,38,34,29,25,20,16,11,7,,5,4,2
78,74,70,65,61,56,52,47,43,38,34,30,25,21,16,12,7,3,0,,1,5,1
81,76,72,67,63,58,54,50,45,41,36,32,27,23,18,14,10,5,1,,2,5,1
82,78,73,69,64,60,55,51,47,42,38,33,29,24,20,15,11,6,2,,3,5,1
84,79,75,70,66,61,57,53,48,44,39,35,30,26,21,17,12,8,4,,4,5,1
85,81,77,72,68,63,59,54,50,45,41,36,32,28,23,19,14,10,5,,5,5,1
77,73,68,64,59,55,51,46,42,37,33,28,24,19,15,11,6,2,0,,1,5,2
80,75,71,66,62,57,53,48,44,39,35,31,26,22,17,13,8,4,0,,2,5,2
81,76,72,68,63,59,54,50,45,41,36,32,28,23,19,14,10,5,1,,3,5,2
82,78,74,69,65,60,56,51,47,42,38,34,29,25,20,16,11,7,2,,4,5,2
84,80,75,71,66,62,58,53,49,44,40,35,31,26,22,17,13,9,4,,5,5,2
76,72,67,63,59,54,50,45,41,36,32,27,23,18,14,10,5,1,0,,1,6,1
79,74,70,65,61,56,52,47,43,39,34,30,25,21,16,12,7,3,0,,2,6,1
80,75,71,67,62,58,53,49,44,40,35,31,27,22,18,13,9,4,0,,3,6,1
82,77,73,68,64,59,55,50,46,41,37,33,28,24,19,15,10,6,1,,4,6,1
83,79,74,70,65,61,57,52,48,43,39,34,30,25,21,16,12,8,3,,5,6,1
75,71,66,62,57,53,48,44,39,35,31,26,22,17,13,8,4,0,0,,1,6,2
77,73,68,64,60,55,51,46,42,37,33,28,24,19,15,11,6,2,0,,2,6,2
79,74,70,65,61,56,52,48,43,39,34,30,25,21,16,12,8,3,0,,3,6,2
80,76,71,67,63,58,54,49,45,40,36,31,27,22,18,14,9,5,0,,4,6,2
82,78,73,69,64,60,55,51,46,42,38,33,29,24,20,15,11,6,2,,5,6,2
