19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1,0,Age,Education,Gender
91,87,83,79,75,71,67,63,59,55,50,46,42,38,34,30,26,22,18,13,1,1,1
96,92,88,84,80,76,72,67,63,59,55,51,47,43,39,35,31,26,22,18,3,2,1
99,94,90,86,82,78,74,70,66,62,57,53,49,45,41,37,33,29,25,21,5,3,1
100,97,93,89,84,80,76,72,68,64,60,56,52,48,43,39,35,31,27,23,2,4,2
100,99,95,91,87,83,79,74,70,66,62,58,54,50,46,42,38,33,29,25,4,5,2
89,85,81,77,73,69,64,60,56,52,48,44,40,36,32,27,23,19,15,11,2,1,1
94,90,86,81,77,73,69,65,61,57,53,49,44,40,36,32,28,24,20,16,4,2,1
96,92,88,84,80,76,71,67,63,59,55,51,47,43,39,35,30,26,22,18,1,3,2
98,94,90,86,82,78,74,70,66,62,57,53,49,45,41,37,33,29,25,20,3,4,2
100,97,93,88,84,80,76,72,68,64,60,56,52,47,43,39,35,31,27,23,5,5,2
87,83,79,75,71,67,62,58,54,50,46,42,38,34,30,26,21,17,13,9,3,1,1
92,88,84,79,75,71,67,63,59,55,51,47,43,38,34,30,26,22,18,14,5,2,1
94,90,86,82,78,74,70,65,61,57,53,49,45,41,37,33,28,24,20,16,2,3,2
97,92,88,84,80,76,72,68,64,60,55,51,47,43,39,35,31,27,23,19,4,4,2
99,95,91,87,82,78,74,70,66,62,58,54,50,45,41,37,33,29,25,21,1,6,1
85,81,77,73,69,65,61,56,52,48,44,40,36,32,28,24,19,15,11,7,4,1,1
90,86,82,78,73,69,65,61,57,53,49,45,41,37,32,28,24,20,16,12,1,2,2
92,88,84,80,76,72,68,63,59,55,51,47,43,39,35,31,27,22,18,14,3,3,2
95,90,86,82,78,74,70,66,62,58,54,49,45,41,37,33,29,25,21,17,5,4,2
97,93,89,85,80,76,72,68,64,60,56,52,48,44,39,35,31,27,23,19,2,6,1
83,79,75,70,66,62,58,54,50,46,42,38,33,29,25,21,17,13,9,5,5,1,1
87,83,79,75,71,67,63,59,55,50,46,42,38,34,30,26,22,18,14,9,2,2,2
90,86,82,77,73,69,65,61,57,53,49,45,41,36,32,28,24,20,16,12,4,3,2
92,88,84,80,76,72,68,63,59,55,51,47,43,39,35,31,26,22,18,14,1,5,1
94,90,86,82,78,74,70,66,62,58,53,49,45,41,37,33,29,25,21,16,3,6,1
80,76,72,68,64,60,56,52,47,43,39,35,31,27,23,19,15,11,6,2,1,1,2
85,81,77,73,69,64,60,56,52,48,44,40,36,32,28,23,19,15,11,7,3,2,2
87,83,79,75,71,67,63,59,55,50,46,42,38,34,30,26,22,18,13,9,5,3,2
90,86,81,77,73,69,65,61,57,53,49,45,40,36,32,28,24,20,16,12,2,5,1
92,88,84,80,76,72,67,63,59,55,51,47,43,39,35,30,26,22,18,14,4,6,1
91,86,82,78,74,70,66,62,58,54,50,45,41,37,33,29,25,21,17,13,2,1,2
95,91,87,83,79,75,71,67,62,58,54,50,46,42,38,34,30,25,21,17,4,2,2
98,94,89,85,81,77,73,69,65,61,57,52,48,44,40,36,32,28,24,20,1,4,1
100,96,92,88,84,79,75,71,67,63,59,55,51,47,42,38,34,30,26,22,3,5,1
100,98,94,90,86,82,78,74,69,65,61,57,53,49,45,41,37,33,28,24,5,6,1
88,84,80,76,72,68,64,59,55,51,47,43,39,35,31,27,22,18,14,10,3,1,2
93,89,85,81,76,72,68,64,60,56,52,48,44,39,35,31,27,23,19,15,5,2,2
95,91,87,83,79,75,71,66,62,58,54,50,46,42,38,34,30,25,21,17,2,4,1
98,93,89,85,81,77,73,69,65,61,56,52,48,44,40,36,32,28,24,20,4,5,1
100,96,92,88,83,79,75,71,67,63,59,55,51,47,42,38,34,30,26,22,1,6,2
86,82,78,74,70,66,62,57,53,49,45,41,37,33,29,25,21,16,12,8,4,1,2
91,87,83,79,74,70,66,62,58,54,50,46,42,38,33,29,25,21,17,13,1,3,1
93,89,85,81,77,73,69,65,60,56,52,48,44,40,36,32,28,23,19,15,3,4,1
96,91,87,83,79,75,71,67,63,59,55,50,46,42,38,34,30,26,22,18,5,5,1
98,94,90,86,82,77,73,69,65,61,57,53,49,45,40,36,32,28,24,20,2,6,2
84,80,76,72,68,64,60,56,51,47,43,39,35,31,27,23,19,14,10,6,5,1,2
89,85,81,77,73,68,64,60,56,52,48,44,40,36,31,27,23,19,15,11,2,3,1
91,87,83,79,75,71,67,63,58,54,50,46,42,38,34,30,26,22,17,13,4,4,1
94,90,85,81,77,73,69,65,61,57,53,48,44,40,36,32,28,24,20,16,1,5,2
96,92,88,84,80,75,71,67,63,59,55,51,47,43,39,34,30,26,22,18,3,6,2
82,78,74,70,65,61,57,53,49,45,41,37,33,28,24,20,16,12,8,4,1,2,1
87,82,78,74,70,66,62,58,54,50,45,41,37,33,29,25,21,17,13,9,3,3,1
89,85,81,77,72,68,64,60,56,52,48,44,40,36,31,27,23,19,15,11,5,4,1
91,87,83,79,75,71,67,62,58,54,50,46,42,38,34,30,26,21,17,13,2,5,2
94,89,85,81,77,73,69,65,61,57,53,48,44,40,36,32,28,24,20,16,4,6,2
79,75,71,67,63,59,55,51,47,42,38,34,30,26,22,18,14,10,6,1,2,2,1
84,80,76,72,68,64,59,55,51,47,43,39,35,31,27,23,18,14,10,6,4,3,1
86,82,78,74,70,66,62,58,54,50,45,41,37,33,29,25,21,17,13,8,1,4,2
89,85,81,76,72,68,64,60,56,52,48,44,40,35,31,27,23,19,15,11,3,5,2
91,87,83,79,75,71,67,62,58,54,50,46,42,38,34,30,25,21,17,13,5,6,2
